בְּרֵאשִׁ֖ית בָּרָ֣א אֱלֹהִ֑ים אֵ֥ת הַשָּׁמַ֖יִם וְאֵ֥ת הָאָֽרֶץ׃ ‬	In the beginning of God's preparing the heavens and the earth &#8212; 	In the beginning God created the heavens and the earth.	Genesis 1:1
כָּל־רֶ֙מֶשׂ֙ אֲשֶׁ֣ר הוּא־חַ֔י לָכֶ֥ם יִהְיֶ֖ה לְאָכְלָ֑ה כְּיֶ֣רֶק עֵ֔שֶׂב נָתַ֥תִּי לָכֶ֖ם אֶת־כֹּֽל׃ ‬	"Every creeping thing that is alive, to you it is for food; as the green herb I have given to you the whole;"	"Every moving thing that lives will be food for you. As the green herb, I have given everything to you."	Genesis 9:3
אַךְ־בָּשָׂ֕ר בְּנַפְשׁ֥וֹ דָמ֖וֹ לֹ֥א תֹאכֵֽלוּ׃ ‬	only flesh in its life &#8212; its blood &#8212; ye do not eat.	"But flesh with its life, its blood, you shall not eat."	Genesis 9:4
וְאַ֨ךְ אֶת־דִּמְכֶ֤ם לְנַפְשֹֽׁתֵיכֶם֙ אֶדְרֹ֔שׁ מִיַּ֥ד כָּל־חַיָּ֖ה אֶדְרְשֶׁ֑נּוּ וּמִיַּ֣ד הָֽאָדָ֗ם מִיַּד֙ אִ֣ישׁ אָחִ֔יו אֶדְרֹ֖שׁ אֶת־נֶ֥פֶשׁ הָֽאָדָֽם׃ ‬	"'And only your blood for your lives do I require; from the hand of every living thing I require it, and from the hand of man, from the hand of every man's brother I require the life of man;"	"I will surely require your blood of your lives. At the hand of every animal I will require it. At the hand of man, even at the hand of every man's brother, I will require the life of man."	Genesis 9:5
שֹׁפֵךְ֙ דַּ֣ם הָֽאָדָ֔ם בָּֽאָדָ֖ם דָּמ֣וֹ יִשָּׁפֵ֑ךְ כִּ֚י בְּצֶ֣לֶם אֱלֹהִ֔ים עָשָׂ֖ה אֶת־הָאָדָֽם׃ ‬	"whoso sheddeth man's blood, by man is his blood shed: for in the image of God hath He made man."	"Whoever sheds man's blood, his blood will be shed by man, for God made man in his own image."	Genesis 9:6
וְאַתֶּ֖ם פְּר֣וּ וּרְב֑וּ שִׁרְצ֥וּ בָאָ֖רֶץ וּרְבוּ־בָֽהּ׃ ס ‬	"And ye, be fruitful and multiply, teem in the earth, and multiply in it.'"	"Be fruitful and multiply. Bring forth abundantly in the earth, and multiply in it.|"	Genesis 9:7
וַיֹּ֤אמֶר אֱלֹהִים֙ אֶל־נֹ֔חַ וְאֶל־בָּנָ֥יו אִתּ֖וֹ לֵאמֹֽר׃ ‬	"And God speaketh unto Noah, and unto his sons with him, saying,"	"God spoke to Noah and to his sons with him, saying,"	Genesis 9:8
וַאֲנִ֕י הִנְנִ֥י מֵקִ֛ים אֶת־בְּרִיתִ֖י אִתְּכֶ֑ם וְאֶֽת־זַרְעֲכֶ֖ם אַֽחֲרֵיכֶֽם׃ ‬	"'And I, lo, I am establishing My covenant with you, and with your seed after you,"	"|As for me, behold, I establish my covenant with you, and with your offspring after you,"	Genesis 9:9
וְאֵ֨ת כָּל־נֶ֤פֶשׁ הַֽחַיָּה֙ אֲשֶׁ֣ר אִתְּכֶ֔ם בָּע֧וֹף בַּבְּהֵמָ֛ה וּֽבְכָל־חַיַּ֥ת הָאָ֖רֶץ אִתְּכֶ֑ם מִכֹּל֙ יֹצְאֵ֣י הַתֵּבָ֔ה לְכֹ֖ל חַיַּ֥ת הָאָֽרֶץ׃ ‬	"and with every living creature which is with you, among fowl, among cattle, and among every beast of the earth with you, from all who are going out of the ark &#8212; to every beast of the earth."	"and with every living creature that is with you: the birds, the livestock, and every animal of the earth with you, of all that go out of the ship, even every animal of the earth."	Genesis 9:10
וַהֲקִמֹתִ֤י אֶת־בְּרִיתִי֙ אִתְּכֶ֔ם וְלֹֽא־יִכָּרֵ֧ת כָּל־בָּשָׂ֛ר ע֖וֹד מִמֵּ֣י הַמַּבּ֑וּל וְלֹֽא־יִהְיֶ֥ה ע֛וֹד מַבּ֖וּל לְשַׁחֵ֥ת הָאָֽרֶץ׃ ‬	"And I have established My covenant with you, and all flesh is not any more cut off by waters of a deluge, and there is not any more a deluge to destroy the earth.'"	"I will establish my covenant with you: all flesh will not be cut off any more by the waters of the flood, neither will there ever again be a flood to destroy the earth.|"	Genesis 9:11
וַיֹּ֣אמֶר אֱלֹהִ֗ים זֹ֤את אֽוֹת־הַבְּרִית֙ אֲשֶׁר־אֲנִ֣י נֹתֵ֗ן בֵּינִי֙ וּבֵ֣ינֵיכֶ֔ם וּבֵ֛ין כָּל־נֶ֥פֶשׁ חַיָּ֖ה אֲשֶׁ֣ר אִתְּכֶ֑ם לְדֹרֹ֖ת עוֹלָֽם׃ ‬	"And God saith, 'This is a token of the covenant which I am giving between Me and you, and every living creature that is with you, to generations age-during;"	"God said, |This is the token of the covenant which I make between me and you and every living creature that is with you, for perpetual generations:"	Genesis 9:12
אֶת־קַשְׁתִּ֕י נָתַ֖תִּי בֶּֽעָנָ֑ן וְהָֽיְתָה֙ לְא֣וֹת בְּרִ֔ית בֵּינִ֖י וּבֵ֥ין הָאָֽרֶץ׃ ‬	"My bow I have given in the cloud, and it hath been for a token of a covenant between Me and the earth;"	"I set my rainbow in the cloud, and it will be for a sign of a covenant between me and the earth."	Genesis 9:13
וְהָיָ֕ה בְּעַֽנְנִ֥י עָנָ֖ן עַל־הָאָ֑רֶץ וְנִרְאֲתָ֥ה הַקֶּ֖שֶׁת בֶּעָנָֽן׃ ‬	"and it hath come to pass (in My sending a cloud over the earth) that the bow hath been seen in the cloud,"	"It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,"	Genesis 9:14
וְזָכַרְתִּ֣י אֶת־בְּרִיתִ֗י אֲשֶׁ֤ר בֵּינִי֙ וּבֵ֣ינֵיכֶ֔ם וּבֵ֛ין כָּל־נֶ֥פֶשׁ חַיָּ֖ה בְּכָל־בָּשָׂ֑ר וְלֹֽא־יִֽהְיֶ֨ה ע֤וֹד הַמַּ֙יִם֙ לְמַבּ֔וּל לְשַׁחֵ֖ת כָּל־בָּשָֽׂר׃ ‬	"and I have remembered My covenant which is between Me and you, and every living creature among all flesh, and the waters become no more a deluge to destroy all flesh;"	"and I will remember my covenant, which is between me and you and every living creature of all flesh, and the waters will no more become a flood to destroy all flesh."	Genesis 9:15
וְהָיְתָ֥ה הַקֶּ֖שֶׁת בֶּֽעָנָ֑ן וּרְאִיתִ֗יהָ לִזְכֹּר֙ בְּרִ֣ית עוֹלָ֔ם בֵּ֣ין אֱלֹהִ֔ים וּבֵין֙ כָּל־נֶ֣פֶשׁ חַיָּ֔ה בְּכָל־בָּשָׂ֖ר אֲשֶׁ֥ר עַל־הָאָֽרֶץ׃ ‬	"and the bow hath been in the cloud, and I have seen it &#8212; to remember the covenant age-during between God and every living creature among all flesh which is on the earth.'"	"The rainbow will be in the cloud. I will look at it, that I may remember the everlasting covenant between God and every living creature of all flesh that is on the earth.|"	Genesis 9:16
וַיֹּ֥אמֶר אֱלֹהִ֖ים אֶל־נֹ֑חַ זֹ֤את אֽוֹת־הַבְּרִית֙ אֲשֶׁ֣ר הֲקִמֹ֔תִי בֵּינִ֕י וּבֵ֥ין כָּל־בָּשָׂ֖ר אֲשֶׁ֥ר עַל־הָאָֽרֶץ׃ פ ‬	"And God saith unto Noah, 'This is a token of the covenant which I have established between Me and all flesh that is upon the earth.'"	"God said to Noah, |This is the token of the covenant which I have established between me and all flesh that is on the earth.|"	Genesis 9:17
וַיִּֽהְי֣וּ בְנֵי־נֹ֗חַ הַיֹּֽצְאִים֙ מִן־הַתֵּבָ֔ה שֵׁ֖ם וְחָ֣ם וָיָ֑פֶת וְחָ֕ם ה֖וּא אֲבִ֥י כְנָֽעַן׃ ‬	"And the sons of Noah who are going out of the ark are Shem, and Ham, and Japheth; and Ham is father of Canaan."	"The sons of Noah who went forth from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan."	Genesis 9:18
שְׁלֹשָׁ֥ה אֵ֖לֶּה בְּנֵי־נֹ֑חַ וּמֵאֵ֖לֶּה נָֽפְצָ֥ה כָל־הָאָֽרֶץ׃ ‬	"These three are sons of Noah, and from these hath all the earth been overspread."	"These three were the sons of Noah, and from these, the whole earth was populated."	Genesis 9:19
וַיָּ֥חֶל נֹ֖חַ אִ֣ישׁ הָֽאֲדָמָ֑ה וַיִּטַּ֖ע כָּֽרֶם׃ ‬	"And Noah remaineth a man of the ground, and planteth a vineyard,"	"Noah began to be a farmer, and planted a vineyard."	Genesis 9:20
וַיֵּ֥שְׁתְּ מִן־הַיַּ֖יִן וַיִּשְׁכָּ֑ר וַיִּתְגַּ֖ל בְּת֥וֹךְ אָהֳלֹֽה׃‪[q]‬ ‬	"and drinketh of the wine, and is drunken, and uncovereth himself in the midst of the tent."	He drank of the wine and got drunk. He was uncovered within his tent.	Genesis 9:21
וַיַּ֗רְא חָ֚ם אֲבִ֣י כְנַ֔עַן אֵ֖ת עֶרְוַ֣ת אָבִ֑יו וַיַּגֵּ֥ד לִשְׁנֵֽי־אֶחָ֖יו בַּחֽוּץ׃ ‬	"And Ham, father of Canaan, seeth the nakedness of his father, and declareth to his two brethren without."	"Ham, the father of Canaan, saw the nakedness of his father, and told his two brothers outside."	Genesis 9:22
וַיִּקַּח֩ שֵׁ֨ם וָיֶ֜פֶת אֶת־הַשִּׂמְלָ֗ה וַיָּשִׂ֙ימוּ֙ עַל־שְׁכֶ֣ם שְׁנֵיהֶ֔ם וַיֵּֽלְכוּ֙ אֲחֹ֣רַנִּ֔ית וַיְכַסּ֕וּ אֵ֖ת עֶרְוַ֣ת אֲבִיהֶ֑ם וּפְנֵיהֶם֙ אֲחֹ֣רַנִּ֔ית וְעֶרְוַ֥ת אֲבִיהֶ֖ם לֹ֥א רָאֽוּ׃ ‬	"And Shem taketh &#8212; Japheth also &#8212; the garment, and they place on the shoulder of them both, and go backward, and cover the nakedness of their father; and their faces are backward, and their father's nakedness they have not seen."	"Shem and Japheth took a garment, and laid it on both their shoulders, went in backwards, and covered the nakedness of their father. Their faces were backwards, and they didn't see their father's nakedness."	Genesis 9:23
וַיִּ֥יקֶץ נֹ֖חַ מִיֵּינ֑וֹ וַיֵּ֕דַע אֵ֛ת אֲשֶׁר־עָ֥שָׂה־ל֖וֹ בְּנ֥וֹ הַקָּטָֽן׃ ‬	"And Noah awaketh from his wine, and knoweth that which his young son hath done to him,"	"Noah awoke from his wine, and knew what his youngest son had done to him."	Genesis 9:24
וַיֹּ֖אמֶר אָר֣וּר כְּנָ֑עַן עֶ֥בֶד עֲבָדִ֖ים יִֽהְיֶ֥ה לְאֶחָֽיו׃ ‬	"and saith: 'Cursed is Canaan, Servant of servants he is to his brethren.'"	"He said, |Canaan is cursed. He will be servant of servants to his brothers.|"	Genesis 9:25
וַיֹּ֕אמֶר בָּר֥וּךְ יְהֹוָ֖ה אֱלֹ֣הֵי שֵׁ֑ם וִיהִ֥י כְנַ֖עַן עֶ֥בֶד לָֽמוֹ׃ ‬	"And he saith: 'Blessed of Jehovah my God is Shem, And Canaan is servant to him."	"He said, |Blessed be Yahweh, the God of Shem. Let Canaan be his servant."	Genesis 9:26
יַ֤פְתְּ אֱלֹהִים֙ לְיֶ֔פֶת וְיִשְׁכֹּ֖ן בְּאָֽהֳלֵי־שֵׁ֑ם וִיהִ֥י כְנַ֖עַן עֶ֥בֶד לָֽמוֹ׃ ‬	"God doth give beauty to Japheth, And he dwelleth in tents of Shem, And Canaan is servant to him.'"	May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.|	Genesis 9:27
וַֽיְחִי־נֹ֖חַ אַחַ֣ר הַמַּבּ֑וּל שְׁלֹ֤שׁ מֵאוֹת֙ שָׁנָ֔ה וַֽחֲמִשִּׁ֖ים שָׁנָֽה׃ ‬	And Noah liveth after the deluge three hundred and fifty years;	Noah lived three hundred fifty years after the flood.	Genesis 9:28
וַיִּֽהְיוּ֙ כָּל־יְמֵי־נֹ֔חַ תְּשַׁ֤ע מֵאוֹת֙ שָׁנָ֔ה וַחֲמִשִּׁ֖ים שָׁנָ֑ה וַיָּמֹֽת׃ פ ‬	"and all the days of Noah are nine hundred and fifty years, and he dieth."	"All the days of Noah were nine hundred fifty years, then he died."	Genesis 9:29
וְאֵ֙לֶּה֙ תּוֹלְדֹ֣ת בְּנֵי־נֹ֔חַ שֵׁ֖ם חָ֣ם וָיָ֑פֶת וַיִּוָּלְד֥וּ לָהֶ֛ם בָּנִ֖ים אַחַ֥ר הַמַּבּֽוּל׃ ‬	"And these are births of the sons of Noah, Shem, Ham, and Japheth; and born to them are sons after the deluge."	"Now this is the history of the generations of the sons of Noah and of Shem, Ham, and Japheth. Sons were born to them after the flood."	Genesis 10:1
בְּנֵ֣י יֶ֔פֶת גֹּ֣מֶר וּמָג֔וֹג וּמָדַ֖י וְיָוָ֣ן וְתֻבָ֑ל וּמֶ֖שֶׁךְ וְתִירָֽס׃ ‬	"Sons of Japheth are Gomer, and Magog, and Madai, and Javan, and Tubal, and Meshech, and Tiras."	"The sons of Japheth: Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras."	Genesis 10:2
וּבְנֵ֖י גֹּ֑מֶר אַשְׁכֲּנַ֥ז וְרִיפַ֖ת וְתֹגַרְמָֽה׃ ‬	"And sons of Gomer are Ashkenaz, and Riphath, and Togarmah."	"The sons of Gomer: Ashkenaz, Riphath, and Togarmah."	Genesis 10:3
וּבְנֵ֥י יָוָ֖ן אֱלִישָׁ֣ה וְתַרְשִׁ֑ישׁ כִּתִּ֖ים וְדֹדָנִֽים׃ ‬	"And sons of Javan are Elishah, and Tarshish, Kittim, and Dodanim."	"The sons of Javan: Elishah, Tarshish, Kittim, and Dodanim."	Genesis 10:4
מֵ֠אֵלֶּה נִפְרְד֞וּ אִיֵּ֤י הַגּוֹיִם֙ בְּאַרְצֹתָ֔ם אִ֖ישׁ לִלְשֹׁנ֑וֹ לְמִשְׁפְּחֹתָ֖ם בְּגוֹיֵהֶֽם׃ ‬	"By these have the isles of the nations been parted in their lands, each by his tongue, by their families, in their nations."	"Of these were the islands of the nations divided in their lands, everyone after his language, after their families, in their nations."	Genesis 10:5
וּבְנֵ֖י חָ֑ם כּ֥וּשׁ וּמִצְרַ֖יִם וּפ֥וּט וּכְנָֽעַן׃ ‬	"And sons of Ham are Cush, and Mitzraim, and Phut, and Canaan."	"The sons of Ham: Cush, Mizraim, Put, and Canaan."	Genesis 10:6
וּבְנֵ֣י כ֔וּשׁ סְבָא֙ וַֽחֲוִילָ֔ה וְסַבְתָּ֥ה וְרַעְמָ֖ה וְסַבְתְּכָ֑א וּבְנֵ֥י רַעְמָ֖ה שְׁבָ֥א וּדְדָֽן׃ ‬	"And sons of Cush are Seba, and Havilah, and Sabtah, and Raamah, and Sabtechah; and sons of Raamah are Sheba and Dedan."	"The sons of Cush: Seba, Havilah, Sabtah, Raamah, and Sabteca. The sons of Raamah: Sheba and Dedan."	Genesis 10:7
וְכ֖וּשׁ יָלַ֣ד אֶת־נִמְרֹ֑ד ה֣וּא הֵחֵ֔ל לִֽהְי֥וֹת גִּבֹּ֖ר בָּאָֽרֶץ׃ ‬	And Cush hath begotten Nimrod;	Cush became the father of Nimrod. He began to be a mighty one in the earth.	Genesis 10:8
הֽוּא־הָיָ֥ה גִבֹּֽר־צַ֖יִד לִפְנֵ֣י יְהוָ֑ה עַל־כֵּן֙ יֵֽאָמַ֔ר כְּנִמְרֹ֛ד גִּבּ֥וֹר צַ֖יִד לִפְנֵ֥י יְהוָֽה׃ ‬	"he hath begun to be a hero in the land; he hath been a hero in hunting before Jehovah; therefore it is said, 'As Nimrod the hero in hunting before Jehovah.'"	"He was a mighty hunter before Yahweh. Therefore it is said, |Like Nimrod, a mighty hunter before Yahweh.|"	Genesis 10:9
וַתְּהִ֨י רֵאשִׁ֤ית מַמְלַכְתּוֹ֙ בָּבֶ֔ל וְאֶ֖רֶךְ וְאַכַּ֣ד וְכַלְנֵ֑ה בְּאֶ֖רֶץ שִׁנְעָֽר׃ ‬	"And the first part of his kingdom is Babel, and Erech, and Accad, and Calneh, in the land of Shinar;"	"The beginning of his kingdom was Babel, Erech, Accad, and Calneh, in the land of Shinar."	Genesis 10:10
מִן־הָאָ֥רֶץ הַהִ֖וא יָצָ֣א אַשּׁ֑וּר וַיִּ֙בֶן֙ אֶת־נִ֣ינְוֵ֔ה וְאֶת־רְחֹבֹ֥ת עִ֖יר וְאֶת־כָּֽלַח׃ ‬	"from that land he hath gone out to Asshur, and buildeth Nineveh, even the broad places of the city, and Calah,"	"Out of that land he went forth into Assyria, and built Nineveh, Rehoboth Ir, Calah,"	Genesis 10:11
וְֽאֶת־רֶ֔סֶן בֵּ֥ין נִֽינְוֵ֖ה וּבֵ֣ין כָּ֑לַח הִ֖וא הָעִ֥יר הַגְּדֹלָֽה׃ ‬	"and Resen, between Nineveh and Calah; it is the great city."	and Resen between Nineveh and Calah (the same is the great city).	Genesis 10:12
וּמִצְרַ֡יִם יָלַ֞ד אֶת־לוּדִ֧ים וְאֶת־עֲנָמִ֛ים וְאֶת־לְהָבִ֖ים וְאֶת־נַפְתֻּחִֽים׃ ‬	"And Mitzraim hath begotten the Ludim, and the Anamim, and the Lehabim, and the Naphtuhim,"	"Mizraim became the father of Ludim, Anamim, Lehabim, Naphtuhim,"	Genesis 10:13
וְֽאֶת־פַּתְרֻסִ֞ים וְאֶת־כַּסְלֻחִ֗ים אֲשֶׁ֨ר יָצְא֥וּ מִשָּׁ֛ם פְּלִשְׁתִּ֖ים וְאֶת־כַּפְתֹּרִֽים׃ ס ‬	"and the Pathrusim, and the Casluhim, (whence have come out Philistim,) and the Caphtorim."	"Pathrusim, Casluhim (which the Philistines descended from), and Caphtorim."	Genesis 10:14
וּכְנַ֗עַן יָלַ֛ד אֶת־צִידֹ֥ן בְּכֹר֖וֹ וְאֶת־חֵֽת׃ ‬	"And Canaan hath begotten Sidon his first-born, and Heth,"	"Canaan became the father of Sidon (his firstborn), Heth,"	Genesis 10:15
וְאֶת־הַיְבוּסִי֙ וְאֶת־הָ֣אֱמֹרִ֔י וְאֵ֖ת הַגִּרְגָּשִֽׁי׃ ‬	"and the Jebusite, and the Amorite, and the Girgashite,"	"the Jebusite, the Amorite, the Girgashite,"	Genesis 10:16
וְאֶת־הַֽחִוִּ֥י וְאֶת־הַֽעַרְקִ֖י וְאֶת־הַסִּינִֽי׃ ‬	"and the Hivite, and the Arkite, and the Sinite,"	"the Hivite, the Arkite, the Sinite,"	Genesis 10:17
וְאֶת־הָֽאַרְוָדִ֥י וְאֶת־הַצְּמָרִ֖י וְאֶת־הַֽחֲמָתִ֑י וְאַחַ֣ר נָפֹ֔צוּ מִשְׁפְּח֖וֹת הַֽכְּנַעֲנִֽי׃ ‬	"and the Arvadite, and the Zemarite, and the Hamathite; and afterwards have the families of the Canaanite been scattered."	"the Arvadite, the Zemarite, and the Hamathite. Afterward the families of the Canaanites were spread abroad."	Genesis 10:18
